編碼,客家語,客語標音,華語詞義,例句,翻譯,備註,詞性1,詞性2,分類
17-23,存錢,cunˋ cienˋ ,存款,去郵局存錢,去郵局存錢,,動詞,,17職業與經濟
17-24,跌徼,deedˊ geu^/gioo^ ,賭博,歸日跌徼，家產輸淨淨。,整天賭博，家產輸光光。,,動詞,,17職業與經濟
17-25,躉,dun^ ,積聚、儲存,躉貨。,囤貨。,,動詞,,17職業與經濟
17-26,發財,fadˊ caiˋ ,發財,"恭喜發財
這下在哪位發財？","恭喜發財
現在在哪裡工作？",,形容詞,,17職業與經濟
17-27,會計,fui ge^ ,會計,佢在學校做會計。,他在學校當會計。,,名詞,,17職業與經濟
17-28,費用,fui^ rhung ,費用,想討出國學習，毋過費用真多,想出國學習，可是費用很多,,名詞,,17職業與經濟
17-29,匯款,fui kuan^ ,匯款,匯款五萬銀,匯款五萬元,,動詞,,17職業與經濟
17-30,貨幣,foo^ bi^ ,貨幣,逐國用个貨幣無共樣。,每個國家用的貨幣不一樣。,,名詞,,17職業與經濟
17-31,服務生,fu bbu senˇ ,服務員、服務生,服務生會拁人客點菜。,服務生會幫客人點菜。,,名詞,,17職業與經濟
17-32,好價,hoo^ ga^ ,價錢不錯,這駁子青菜真好價。,這陣子蔬菜價錢很不錯。,,形容詞,,17職業與經濟
17-33,價數,ga^ su^ ,價格,價數忒高，物件嗄賣毋會出去。,價格太高，結果東西賣不出去。,,名詞,,17職業與經濟
17-34,加班,gaˇ banˇ ,加班,暗夜愛加班,今晚要加班,,動詞,,17職業與經濟
17-35,記數,gi^ su^ ,記帳,愛有記數个習慣，正知錢開哪位去。,要有記帳的習慣，才知道錢用到哪去。,,動詞,,17職業與經濟
17-36,機器,gaˇ/giˇ ki^ ,機器,機器人,機器人,,名詞,,17職業與經濟
17-37,基金,giˇ gimˇ ,基金,買基金嘛係投資,買基金也是投資,,名詞,,17職業與經濟
17-38,納錢,nabˋ cienˋ ,付款；收款,買物件愛納錢得人。,買東西要付款給人。,,動詞,,17職業與經濟
17-39,計算,ge^ son^ ,計算,這擺颱風个損失無法度計算。,這次颱風的損失沒辦法計算,,動詞,,17職業與經濟
17-40,計畫,ge^ fa,計畫,"佢計畫明年出國尞
有麼个計畫？","他計畫明年出國玩
有什麼計畫？",,動詞,名詞,17職業與經濟
17-41,街路頭,geˇ lu teuˋ ,街上,今日𠊎在街路頭堵着佢。,今天我在街上遇到他。,,名詞,,17職業與經濟
17-42,結算,giedˊ son^ ,結算,錢月底正結算，到時務正匯得你。,錢月底才結算，到時候再匯給你。,,動詞,,17職業與經濟
17-43,金子店,gimˇ zu^ deem^ ,銀樓,上禮拜這間金子店著賊偷。,上禮拜這間銀樓被小偷入侵。,,名詞,,17職業與經濟
17-44,巡查,sunˋ zaˇ ,警察,巡查會捉賊。,警察會捉小偷。,,名詞,,17職業與經濟
17-45,警衛,gin^ bbui,警衛,警衛愛維護安全。,警衛要維護安全。,,名詞,,17職業與經濟
17-46,經費,genˇ fui^ ,經費,活動經費毋罅，愛仰子正好？,活動經費不夠，要怎麼辦？,,名詞,,17職業與經濟
17-47,經濟,genˇ ze^ ,經濟,經濟發達,經濟發達,,名詞,,17職業與經濟
17-48,經理,genˇ li^ ,經理,佢在這個部門做經理。,他在這個部門擔任經理。,,名詞,,17職業與經濟
17-49,歌星,gooˇ senˇ ,歌星,這個歌星成擺真有名。,這歌星以前很有名。,,名詞,,17職業與經濟
17-50,割禾,godˊ bbooˋ ,割稻子,當晝割禾較會熱着。,中午割稻子較容易中暑。,,動詞,,17職業與經濟
17-51,拚番薯,biang^ hanˇ shiˋ ,挖或收成甘藷,在菜園拚番薯,在菜園挖地瓜,,動詞,,17職業與經濟
17-52,工具,gungˇ ki ,工具,"佢个交通工具係自行車。
修理電視愛有專業个工具。","他的交通工具是自行車。
修理電視要有專業的工具。",,名詞,,17職業與經濟
17-53,工錢,gungˇ cienˋ ,工資,發工錢得人,發工資給人,,名詞,,17職業與經濟
17-54,行政,hangˋ zhin^ ,行政,行政大樓,行政大樓,,名詞,,17職業與經濟
17-55,行船,hangˋ fienˋ ,跑船,行船一擺至少個半月。,跑船一次至少一個半月。,,動詞,,17職業與經濟
17-56,起價,ki^ ga^ ,漲價,油又討起價啊。,油又要漲價了。,,動詞,,17職業與經濟
17-57,開工,koiˇ gungˇ ,開工,年過了討開工啊！,過完年要開工了！,,動詞,,17職業與經濟
17-58,現金,hien gimˇ ,現金,堵好無抸現金，你會用借𠊎無？,剛好沒帶現金，你可以借我嗎？,,名詞,,17職業與經濟
17-59,號頭（號碼）,hoo teuˋ (hoo maˇ) ,號碼,佢个電話號頭幾多號？念得𠊎抄一下。,他的電話號碼幾號？念給我抄一下。,,名詞,,17職業與經濟
17-60,好額,hoo^ ngiaˊ ,富裕、有錢,好額人,有錢人,,形容詞,,17職業與經濟
17-61,遊客,rhiuˋ kaˊ ,遊客,逐年撥工來䀴燈會个遊客真多。,每年特地來看燈會的遊客很多。,,名詞,,17職業與經濟
17-62,司機,suˇ giˇ ,司機,司機駛車以前，毋會用食酒。,司機開車以前，不可以喝酒。,,名詞,,17職業與經濟
17-63,進口,zin^ keu^ ,進口,這糖係進口个，真貴食。,這糖果是進口的，很貴。,,動詞,,17職業與經濟
17-64,獎金,ziong^ gimˇ ,獎金,年終獎金,年終獎金,,名詞,,17職業與經濟
17-65,招牌,zhiooˇ peˋ ,招牌,颱風拁招牌吹到街尾。,颱風把招牌吹到街尾。,,名詞,,17職業與經濟
17-66,欠數,kiam^ su^ ,欠帳,欠數毋好欠過年。,欠帳不要欠過年。,,動詞,,17職業與經濟
17-67,犁田,leˋ teenˋ ,用犁或耕耘機等農具將土翻鬆,成過人駛牛來犁田。,以前人們駕牛將土翻鬆。,,動詞,,17職業與經濟
17-68,零星錢,lenˋ senˇ cienˋ ,零錢,去拁頭家換一兜仔零星錢。,去和老闆換一些零錢。,,名詞,,17職業與經濟
17-69,利息,li sidˊ ,利息,這站錢寄銀行，利息無高。,最近錢存在銀行，利息不高。,,名詞,,17職業與經濟
17-70,旅客,li^ kaˊ ,旅客,來臺灣尞个旅客真多。,來臺灣玩的旅客很多。,,名詞,,17職業與經濟
17-71,禮券,li^ kuen^ ,禮券,這禮券正值兩百銀。,這禮券才值兩百元。,,名詞,,17職業與經濟
17-72,了,leeu^ ,虧本,阿爸做生理了去，屋下變足艱難。,爸爸做生意虧本，家裡變得很窮苦。,,動詞,,17職業與經濟
17-73,律師,ludˋ suˇ ,律師,畢業後𠊎打算做律師,畢業後我打算當律師,,名詞,,17職業與經濟
17-74,落價,loo ga^ ,降價；跌價,高麗菜大出嗄落價。,高麗菜盛產反而跌價。,,動詞,,17職業與經濟
17-75,買賣,miˇ mi,買賣,這買賣算毋會和，應該會了錢。,這買賣不划算，應該會虧錢。,,名詞,,17職業與經濟
17-76,做戲个,zoo^ hi^ eˇ ,明星,做戲个無恁輕可,當明星沒那麼容易,,名詞,,17職業與經濟
17-77,毋使錢（免費）,mˋ su^ cienˋ (mien^ fui^) ,免費,這滿會用毋使錢參觀。,現在可以免費參觀。,,形容詞,,17職業與經濟
17-78,無採,moˋ cai^ ,白費,無採佢成過對你恁好，你仰子顛倒恩將仇報。,白費他以前對你那麼好，你怎麼反而恩將仇報。,,形容詞,,17職業與經濟
17-79,無頭路,moˋ teuˋ lu,失業、沒工作,佢這下無頭路，在屋下尞。,他現在失業，在家裡閒著。,,動詞,,17職業與經濟
17-80,納稅,nabˋ fe^ ,繳稅,五月愛納稅,五月要繳稅,,動詞,,17職業與經濟
17-81,漁民,mˋ minˋ ,漁民,漁民靠天食飯,漁民靠天吃飯,,名詞,,17職業與經濟
17-82,議員,ngi bbienˋ ,議員,議員係用選个。,議員是用選的。,,名詞,,17職業與經濟
17-83,業務,ngiabˋ bbu ,業務,這個業務係佢負責个。,這業務是他負責的。,,名詞,,17職業與經濟
17-84,銀角仔,ngunˋ gooˊ aˋ ,硬幣,銀角仔跌歸泥下無人撿,硬幣掉整地沒有人撿,,名詞,,17職業與經濟
17-85,農民,nungˋ minˋ ,農民,成過農民用鐮鐵割禾。,以前農民用鐮刀割稻。,,名詞,,17職業與經濟
17-86,農場,nungˋ chongˋ ,農場,農場有供牛,農場有養牛,,名詞,,17職業與經濟
17-87,農業,nungˋ ngiabˋ ,農業,臺灣成過係農業社會。,臺灣以前是農業社會。,,名詞,,17職業與經濟
17-88,罷工,pa gungˇ ,罷工,上個月遐間公司个工人罷工。,上個月那間公司的工人罷工。,,名詞,,17職業與經濟
17-89,打派,da^ pai^ ,派遣,公司打派佢出差,公司派他出差,,動詞,,17職業與經濟
17-90,牌,peˋ ,執照；品牌,鑲牙齒愛尋有牌个醫生較保險。,鑲牙要找有執照的醫生比較保險。,,名詞,,17職業與經濟
17-91,辦公,peen gungˇ ,辦公,佢在這間大樓內底辦公。,他在這間大樓裡辦公。,,動詞,,17職業與經濟
17-92,辦理,peen li^ ,辦理,這個活動五月正開始辦理。,這活動五月才開始辦理。,,動詞,,17職業與經濟
17-93,賠,pueˋ ,虧本；補償損失,"你拁玻璃打爛去，當然愛押你賠。
修車愛五十萬，這下愛仰子賠還人？","你把玻璃打破，當然要你賠償。
修理車子要五十萬，這下子要怎麼賠償給人？",,動詞,,17職業與經濟
17-94,了本,leeu^ bun^ ,虧本,了本生理無人做,虧本生意沒人做,,動詞,,17職業與經濟
17-95,設計,shedˊ ge^ ,設計；算計,"屋討起得佢好，即愛開錢請人設計。
得人設計。","房子要蓋得好，就要花錢請人設計。
遭人算計。",,動詞,名詞,17職業與經濟
17-96,產品,san^ pin^ ,產品,電子產品,電子產品,,名詞,,17職業與經濟
17-97,產婆,san^ pooˋ ,助產士,產婆會接生,助產士會接生,,名詞,,17職業與經濟
17-98,事頭（事）,she teuˋ (she) ,工作,事頭恁多做毋會去。,工作這麼多做不完。,,名詞,,17職業與經濟
17-99,生理人,senˇ li^ nginˋ ,商人,生理人愛有良心。,商人要有良心。,,名詞,,17職業與經濟
17-100,銷路,siooˇ lu,銷路,這產品銷路好。,這產品銷路好。,,名詞,,17職業與經濟
17-101,事業,su ngiabˋ ,事業,事業做真大,事業做很大,,名詞,,17職業與經濟
17-102,開錢,koiˇ cienˋ ,花錢,錢真難趁，莫儘採開錢。,錢很難賺，不要隨便花錢。,,動詞,,17職業與經濟
17-103,領月俸,liang^ ngiedˋ fung,領月薪,佢人一屋下人靠厥爸領月俸過日。,他們一家人靠他的爸爸領月薪過日子。,,動詞,,17職業與經濟
17-104,成本,shinˋ bun^ ,成本,這物件貴係因為成本真高,這東西貴是因為成本很高,,名詞,,17職業與經濟
17-105,乘,shinˋ ,乘法,三乘六等於十八。,三乘六等於十八。,,動詞,,17職業與經濟
17-106,算數,son^ su^ ,算帳,到月底正共下算數。,到月底再一起結算帳務。,,動詞,,17職業與經濟
17-107,商品,shongˇ pin^ ,商品,店內个商品儘採䀴。,店裡的商品隨意看。,,名詞,,17職業與經濟
17-108,商店,shongˇ deem^ ,商店,轉斡角有一間便利商店。,轉角有一間便利商店。,,名詞,,17職業與經濟
17-109,商業,shongˇ ngiabˋ ,商業,商業發達,商業發達,,名詞,,17職業與經濟
17-110,手續,shiu^ siu ,手續,過戶手續辦好吂？,過戶手續辦好了嗎？,,名詞,,17職業與經濟
17-111,手頭,shiu^ teuˋ ,手邊；個人經濟狀況；手氣,"手頭這本書會用借你。
這個月手頭真緪。
手頭恁順，逐擺都贏。","手邊這本書可以借你。
這個月手頭很緊。
手氣那麼好，每次都贏。",,名詞,,17職業與經濟
17-112,收數,shiuˇ su^ ,收帳,頭家來尋你收數。,老闆來找你收帳。,,動詞,,17職業與經濟
17-113,收成,shiuˇ shinˋ ,收穫,今年收成普普。,今年收穫還不錯。,,名詞,,17職業與經濟
17-114,收入,shiuˇ ngibˋ ,收入,佢个收入真高，所以真好過日。,他的收入很高，所以日子過得不錯。,,名詞,,17職業與經濟
17-115,水準,fi^ zhin^ ,水準,遐個鱸鰻講事真無水準。,那個流氓講話很沒水準。,,名詞,,17職業與經濟
17-116,存錢,cunˋ cienˋ ,存錢,平常時愛有存錢个好習慣,平時要有存錢的好習慣。,,動詞,,17職業與經濟
17-117,送批个,sung^ peˇ eˇ ,郵差,送批个逐日攏會來。,郵差每天都會來。,,名詞,,17職業與經濟
17-118,冗,ngiung,富有、寬裕,手頭真冗,手頭很寬裕,,形容詞,,17職業與經濟
17-119,大出,tai chidˊ ,盛產,今年个柑子大出，價數嘛真好。,今年的橘子盛產，價格也不錯。,,動詞,,17職業與經濟
17-120,投資,teuˋ zuˇ ,投資,阿舅討投資股票。,舅舅要投資股票。,,動詞,,17職業與經濟
17-121,墊錢,teebˊ cienˋ ,代墊；賠本,"阿弟無抸錢，𠊎先拁佢墊錢買落來。
恁靚个貨，會墊錢嘛愛買。","弟弟沒帶錢，我先替他墊錢買下來
那麼好的貨品，會賠本也要買。",,動詞,,17職業與經濟
17-122,定（注文）,ten (zhi^ bbunˋ) ,預訂、預購,雞先定兩隻起來,先預訂兩隻雞,,動詞,,17職業與經濟
17-123,導演,too rhen^/rhien^,導演,這個導演打真多電影。,這導演拍了很多電影。,,名詞,,17職業與經濟
17-124,貸款,toi kuan^ ,貸款,阿哥拁銀行貸款買屋。,哥哥向銀行貸款買房子。,,名詞,動詞,17職業與經濟
17-125,退休,toi^ hiuˇ ,退休,佢退休真多年啊。,他退休很多年了。,,動詞,,17職業與經濟
17-126,推銷,tuiˇ siooˇ ,推銷,毋好直直拁人推銷產品。,不要一直向人推銷產品。,,動詞,,17職業與經濟
17-127,統計,tung^ ge^ ,統計,佢係學統計个。,他是學統計的。,,名詞,,17職業與經濟
17-128,同事,tungˋ su ,同事,厥同事攏係妹子。,他的同事全是女生。,,名詞,,17職業與經濟
17-129,𢲴秧,bbe rhiongˇ ,播種,作穡人愛自家𢲴秧。,農夫要自己播種。,,動詞,,17職業與經濟
17-130,委員,bbui^ bbienˋ ,委員,佢係這個委員會个委員。,他是這個委員會的委員。,,名詞,,17職業與經濟
17-131,屋主,bbuˊ zhi^ ,屋主；房東,屋主逐個月初會來收屋稅。,房東每個月初會來收房租。,,名詞,,17職業與經濟
17-132,屋稅,bbuˊ fe^ ,房租,逐個月愛納屋稅。,每個月要繳房租。,,名詞,,17職業與經濟
17-133,文件,bbunˋ kien ,文件,這個文件寄你提得佢。,這文件托你拿給他。,,名詞,,17職業與經濟
17-134,信用,sin^ rhung ,信用,佢做人真無信用。,他做人很沒信用。,,名詞,,17職業與經濟
17-135,找錢,zau cienˋ ,找錢,頭家頭下找錢得人找毋著啊！,老闆剛剛找錢給人找錯了！,,動詞,,17職業與經濟
17-136,銀票,ngunˋ pioo^ ,鈔票,兩百銀个銀票較少䀴着。,兩百元的鈔票比較少見。,,名詞,,17職業與經濟
17-137,支票,giˇ/zhiˇ pioo^ ,支票,開支票,開支票,,名詞,,17職業與經濟
17-138,本錢,bun^ cienˋ ,資本,無本錢，討仰子做生理？,沒有資本，要怎麼做生意？,,名詞,,17職業與經濟
17-139,支出,zhiˇ chidˊ ,支出,過節个時務支出較多,過節的時候支出較多,,名詞,,17職業與經濟
17-140,資金,zuˇ gimˇ ,資金,公司个資金係拁人借个。,公司的資金是向別人借的。,,名詞,,17職業與經濟
17-141,職員,zhidˊ bbienˋ ,職員,阿哥在學校做職員,哥哥在學校當職員,,名詞,,17職業與經濟
17-142,做事衫,zoo^ she samˇ ,工作服,做事衫䀴起來舊舊,工作服看起來舊舊的,,名詞,,17職業與經濟
17-143,做戲个,zoo^ hi^ eˇ ,演員,做戲个真慶，弄到人又唩又笑。,演員很厲害，逗得人又哭又笑。,,名詞,,17職業與經濟
17-144,主管,zhi^ guan^ ,主管,公司主管,公司主管,,名詞,,17職業與經濟
17-145,稅（租）,fe^ (zuˇ) ,租借,拁屋稅得人,把房子租給別人,,名詞,動詞,17職業與經濟
17-146,豬販,zhiˇ fan^ ,豬販,豬販歇禮拜一,豬販星期一休假,,名詞,,17職業與經濟
17-147,稅屋,fe^ bbuˊ ,租屋,稅屋蹛,租房子住,,動詞,,17職業與經濟
17-148,豬肉砧,zhiˇ ngiuˊ deemˇ ,豬肉攤,這豬肉砧賣个豬肉真萋。,這個豬肉攤賣的豬肉很新鮮。,,名詞,,17職業與經濟
17-149,值,dadˋ ,值得,"毋值
真值","不值得
很值得",,形容詞,,17職業與經濟
17-150,值得,dadˋ dedˊ ,值得,這幅圖值得幾多錢？,這幅畫值多少錢？,,形容詞,,17職業與經濟
17-151,物價,bbudˋ ga^ ,物價,物價直直起，月俸共款恁少。,物價一直漲，薪水一樣那麼少。,,名詞,,17職業與經濟
18-1,亞軍,a^ gunˇ ,亞軍,亞軍嘛有獎品。,亞軍也有獎品。,,名詞,,18藝文與教育
18-2,班長,banˇ zhong^ ,班長,新學期愛選班長,新學期要選班長,,名詞,,18藝文與教育
18-3,揪大索,kiu^ tai sooˊ ,拔河,揪大索比賽,拔河比賽,,動詞,名詞,18藝文與教育
18-4,筆試,bidˊ chi^ ,筆試,這考試个筆試較難。,這考試的筆試比較難。,,名詞,,18藝文與教育
18-5,報名,boo^ miangˋ ,報名,認證考試開始報名吂？,認證考試開始報名了嗎？,,動詞,,18藝文與教育
18-6,博士,booˊ su,博士,佢係哲學博士。,他是哲學博士。,,名詞,,18藝文與教育
18-7,博物館,booˊ bbudˋ guan^ ,博物館,博物館會用䀴着真多古董。,博物館裡可以看到很多古董。,,名詞,,18藝文與教育
18-8,補考,bu^ koo^ ,補考,後禮拜一補考,下星期一補考,,動詞,,18藝文與教育
18-9,補習,bu^ sibˋ ,補習,逐禮拜三愛去補習,每星期三要去補習,,動詞,,18藝文與教育
18-10,撐船,cang^ fienˋ ,撐船,這條溪無橋，愛撐船正過會去。,這條河沒有橋，要撐船才過得去。,,動詞,,18藝文與教育
18-11,測驗,cedˊ ngiam,測驗,聽力測驗,聽力測驗,,名詞,,18藝文與教育
18-12,詞,cuˋ ,詞,歌詞、宋詞,歌詞、宋詞,,名詞,,18藝文與教育
18-13,詞典,cuˋ deen^ ,辭典,一本詞典,一本辭典,,名詞,,18藝文與教育
18-14,造句,coo gui^ ,造句,請用這詞彙造句,請用這詞彙造句,,動詞,,18藝文與教育
18-15,變把戲,bien^ ba^ hi^,雜耍表演,今日暗夜，廟坪遐位有做變把戲。,今天晚上，廟口那有雜耍表演。,,動詞,,18藝文與教育
18-16,出版社,chidˊ ban^ sha,出版社,出版社出真多書,出版社出很多書,,名詞,,18藝文與教育
18-17,出版,chidˊ ban^ ,出版,這間公司出版真多書,這間公司出版很多書,,動詞,,18藝文與教育
18-18,讀暗學,tu am^ hoo,上夜校,佢下班了後猶愛讀暗學，實在真拚。,他下班過後還要上夜校，實在很努力。,,動詞,,18藝文與教育
18-19,漂溜休,piuˇ liu siuˇ,打水漂兒,去河溪打漂溜休,去河邊打水漂兒,,動詞,,18藝文與教育
18-20,答案,dabˊ on^ ,答案,答案你自家知啊！毋使𠊎講。,答案你自己知道了！不用我說。,,名詞,,18藝文與教育
18-21,晃槓架（吊槓子）,hainn^ gong^ ge (deeu^ gong^ zu^) ,盪鞦韆,下課時務，細子排列吊晃槓架。,下課時間，小孩排隊盪鞦韆。,,動詞,,18藝文與教育
